,X_org,Y_org,X_dest,Y_dest,time,frame
110,25.20962,55.27976,25.20843,55.27859,46,1
111,25.20843,55.27859,25.20056,55.2821,48,1
112,25.20056,55.2821,25.18561,55.2858,52,1
113,25.18561,55.2858,25.17115,55.31104,60,1
114,25.131924,55.247967,25.15365,55.22223,16,1
115,25.15365,55.22223,25.15568,55.21666,18,1
116,25.15568,55.21666,25.15708,55.20947,20,1
117,25.15708,55.20947,25.16084,55.21174,20,1
118,25.16084,55.21174,25.15532,55.20238,23,1
119,25.15532,55.20238,25.14748,55.19621,26,1
120,25.14748,55.19621,25.12821,55.1934,32,1
121,25.12821,55.1934,25.11934,55.20246,35,1
122,25.11934,55.20246,25.11825,55.18991,38,1
123,25.11825,55.18991,25.11522,55.18786,38,1
124,25.11522,55.18786,25.08521,55.20061,47,1
125,25.08521,55.20061,25.08163,55.22339,53,1
126,25.131924,55.247967,25.15446,55.23674,14,1
127,25.15446,55.23674,25.16502,55.23734,17,1
128,25.16502,55.23734,25.1666,55.25771,22,1
129,25.1666,55.25771,25.16438,55.25757,22,1
130,25.16438,55.25757,25.15507,55.26231,25,1
131,25.15507,55.26231,25.16021,55.28106,30,1
132,25.16021,55.28106,25.17669,55.27524,35,1
133,25.17669,55.27524,25.18404,55.26869,38,1
134,25.18404,55.26869,25.19402,55.26215,41,1
135,25.19402,55.26215,25.2041,55.26618,44,1
136,25.2041,55.26618,25.20032,55.27426,46,1
137,25.20032,55.27426,25.19918,55.28011,48,1
138,25.131924,55.247967,25.11697,55.23491,12,1
139,25.11697,55.23491,25.10381,55.21119,19,1
140,25.10381,55.21119,25.10422,55.20407,21,1
141,25.10422,55.20407,25.09667,55.19555,24,1
142,25.09667,55.19555,25.10057,55.19181,25,1
143,25.10057,55.19181,25.10231,55.18992,25,1
144,25.10231,55.18992,25.09703,55.18747,27,1
145,25.09703,55.18747,25.09491,55.18041,29,1
146,25.09491,55.18041,25.10166,55.17029,32,1
147,25.10166,55.17029,25.08347,55.15529,38,1
148,25.08347,55.15529,25.08863,55.15318,40,1
149,25.08863,55.15318,25.06136,55.15004,48,1
0,25.131924,55.247967,25.28538,55.41518,69,2
1,25.28538,55.41518,25.27492,55.43653,75,2
2,25.27492,55.43653,25.28748,55.39859,85,2
3,25.28748,55.39859,25.32007,55.34867,101,2
4,25.32007,55.34867,25.20046,55.62126,179,2
5,25.20046,55.62126,25.19782,55.61662,179,2
6,25.131924,55.247967,24.98686,55.40105,64,2
7,24.98686,55.40105,24.87767,55.36096,97,2
8,24.87767,55.36096,25.23662,55.47326,204,2
9,25.23662,55.47326,25.24314,55.47142,206,2
10,25.24314,55.47142,25.24851,55.47292,208,2
11,25.24851,55.47292,25.24995,55.47013,208,2
12,25.24995,55.47013,25.257,55.4811,211,2
13,25.257,55.4811,25.25829,55.48472,211,2
14,25.25829,55.48472,25.25009,55.48451,213,2
15,25.25009,55.48451,25.24339,55.4817,215,2
16,25.24339,55.4817,25.24029,55.51082,223,2
17,25.24029,55.51082,25.24069,55.5261,227,2
18,25.131924,55.247967,25.20072,55.37395,45,2
19,25.20072,55.37395,25.21557,55.39962,53,2
20,25.21557,55.39962,25.2122,55.40042,53,2
21,25.2122,55.40042,25.24019,55.40853,61,2
22,25.24019,55.40853,25.24488,55.42144,65,2
23,25.24488,55.42144,25.2539,55.42102,68,2
24,25.2539,55.42102,25.25249,55.41253,70,2
25,25.25249,55.41253,25.25423,55.44421,78,2
26,25.25423,55.44421,25.2682,55.45206,82,2
27,25.2682,55.45206,25.27338,55.45896,84,2
28,25.27338,55.45896,25.26084,55.45831,88,2
29,25.26084,55.45831,25.24978,55.4669,92,2
30,25.131924,55.247967,25.15769,55.37842,42,2
31,25.15769,55.37842,25.18176,55.40313,51,2
32,25.18176,55.40313,25.17595,55.41097,54,2
33,25.17595,55.41097,25.1774,55.41439,54,2
34,25.1774,55.41439,25.21085,55.41575,64,2
35,25.21085,55.41575,25.21886,55.41924,66,2
36,25.21886,55.41924,25.21863,55.42114,66,2
37,25.21863,55.42114,25.21949,55.42395,66,2
38,25.21949,55.42395,25.22959,55.43036,69,2
39,25.22959,55.43036,25.22684,55.43862,71,2
40,25.22684,55.43862,25.24295,55.44306,76,2
41,25.24295,55.44306,25.24903,55.43506,79,2
42,25.131924,55.247967,25.22346,55.3347,41,2
43,25.22346,55.3347,25.24414,55.31444,49,2
44,25.24414,55.31444,25.25875,55.32474,54,2
45,25.25875,55.32474,25.2628,55.33552,57,2
46,25.2628,55.33552,25.27426,55.31728,63,2
47,25.27426,55.31728,25.28382,55.36034,74,2
48,25.28382,55.36034,25.2802,55.37055,77,2
49,25.2802,55.37055,25.27473,55.36884,79,2
50,25.27473,55.36884,25.25414,55.38209,86,2
51,25.25414,55.38209,25.23526,55.40028,93,2
52,25.23526,55.40028,25.23404,55.41008,96,2
53,25.23404,55.41008,25.23752,55.41075,96,2
54,25.131924,55.247967,25.08255,55.35122,37,2
55,25.08255,55.35122,25.08086,55.35775,39,2
56,25.08086,55.35775,25.08416,55.35943,39,2
57,25.08416,55.35943,25.08702,55.35615,39,2
58,25.08702,55.35615,25.07551,55.36194,43,2
59,25.07551,55.36194,25.07112,55.36217,43,2
60,25.07112,55.36217,25.0689,55.36179,43,2
61,25.0689,55.36179,25.07524,55.36551,45,2
62,25.07524,55.36551,25.07693,55.3462,50,2
63,25.07693,55.3462,25.12708,55.37347,66,2
64,25.12708,55.37347,25.1284,55.3817,68,2
65,25.1284,55.3817,25.12446,55.39438,71,2
66,25.131924,55.247967,25.16349,55.33496,31,2
67,25.16349,55.33496,25.18283,55.36252,40,2
68,25.18283,55.36252,25.1815,55.37615,44,2
69,25.1815,55.37615,25.19189,55.38844,48,2
70,25.19189,55.38844,25.19143,55.38989,48,2
71,25.19143,55.38989,25.19837,55.3993,51,2
72,25.19837,55.3993,25.20325,55.40744,54,2
73,25.20325,55.40744,25.19664,55.412,56,2
74,25.19664,55.412,25.19307,55.42206,59,2
75,25.19307,55.42206,25.1894,55.43323,62,2
76,25.1894,55.43323,25.19317,55.44654,66,2
77,25.19317,55.44654,25.21071,55.44139,71,2
78,25.131924,55.247967,25.05599,55.21497,30,2
79,25.05599,55.21497,25.05676,55.20956,30,2
80,25.05676,55.20956,25.0601,55.21185,30,2
81,25.0601,55.21185,25.05423,55.16764,42,2
82,25.05423,55.16764,25.02698,55.17308,50,2
83,25.02698,55.17308,25.10846,55.13277,76,2
84,25.10846,55.13277,25.23008,55.26805,125,2
85,25.23008,55.26805,25.2351,55.27473,127,2
86,25.2351,55.27473,25.23199,55.28241,129,2
87,25.23199,55.28241,25.22318,55.29383,133,2
88,25.22318,55.29383,25.24562,55.29304,139,2
89,25.24562,55.29304,25.26016,55.29882,143,2
90,25.131924,55.247967,25.0823,55.22555,22,2
91,25.0823,55.22555,25.0756,55.22737,24,2
92,25.0756,55.22737,25.07452,55.23949,27,2
93,25.07452,55.23949,25.06094,55.23629,31,2
94,25.06094,55.23629,25.0477,55.25158,36,2
95,25.0477,55.25158,25.05229,55.25397,37,2
96,25.05229,55.25397,25.0414,55.23741,42,2
97,25.0414,55.23741,25.02596,55.24254,47,2
98,25.02596,55.24254,25.03464,55.26914,54,2
99,25.03464,55.26914,25.05287,55.28268,60,2
100,25.05287,55.28268,25.01201,55.3074,73,2
101,25.01201,55.3074,25.07476,55.344,93,2
102,25.131924,55.247967,25.17527,55.22161,21,2
103,25.17527,55.22161,25.17456,55.2213,21,2
104,25.17456,55.2213,25.18885,55.22908,26,2
105,25.18885,55.22908,25.18808,55.23945,29,2
106,25.18808,55.23945,25.20232,55.2512,34,2
107,25.20232,55.2512,25.2155,55.24957,38,2
108,25.2155,55.24957,25.21515,55.26952,43,2
109,25.21515,55.26952,25.20962,55.27976,46,2
110,25.20962,55.27976,25.20843,55.27859,46,2
111,25.20843,55.27859,25.20056,55.2821,48,2
112,25.20056,55.2821,25.18561,55.2858,52,2
113,25.18561,55.2858,25.17115,55.31104,60,2
114,25.131924,55.247967,25.15365,55.22223,16,2
115,25.15365,55.22223,25.15568,55.21666,18,2
116,25.15568,55.21666,25.15708,55.20947,20,2
117,25.15708,55.20947,25.16084,55.21174,20,2
118,25.16084,55.21174,25.15532,55.20238,23,2
119,25.15532,55.20238,25.14748,55.19621,26,2
120,25.14748,55.19621,25.12821,55.1934,32,2
121,25.12821,55.1934,25.11934,55.20246,35,2
122,25.11934,55.20246,25.11825,55.18991,38,2
123,25.11825,55.18991,25.11522,55.18786,38,2
124,25.11522,55.18786,25.08521,55.20061,47,2
125,25.08521,55.20061,25.08163,55.22339,53,2
126,25.131924,55.247967,25.15446,55.23674,14,2
127,25.15446,55.23674,25.16502,55.23734,17,2
128,25.16502,55.23734,25.1666,55.25771,22,2
129,25.1666,55.25771,25.16438,55.25757,22,2
130,25.16438,55.25757,25.15507,55.26231,25,2
131,25.15507,55.26231,25.16021,55.28106,30,2
132,25.16021,55.28106,25.17669,55.27524,35,2
133,25.17669,55.27524,25.18404,55.26869,38,2
134,25.18404,55.26869,25.19402,55.26215,41,2
135,25.19402,55.26215,25.2041,55.26618,44,2
136,25.2041,55.26618,25.20032,55.27426,46,2
137,25.20032,55.27426,25.19918,55.28011,48,2
138,25.131924,55.247967,25.11697,55.23491,12,2
139,25.11697,55.23491,25.10381,55.21119,19,2
140,25.10381,55.21119,25.10422,55.20407,21,2
141,25.10422,55.20407,25.09667,55.19555,24,2
142,25.09667,55.19555,25.10057,55.19181,25,2
143,25.10057,55.19181,25.10231,55.18992,25,2
144,25.10231,55.18992,25.09703,55.18747,27,2
145,25.09703,55.18747,25.09491,55.18041,29,2
146,25.09491,55.18041,25.10166,55.17029,32,2
147,25.10166,55.17029,25.08347,55.15529,38,2
148,25.08347,55.15529,25.08863,55.15318,40,2
149,25.08863,55.15318,25.06136,55.15004,48,2
0,25.131924,55.247967,25.27492,55.43653,71,3
1,25.27492,55.43653,25.28538,55.41518,77,3
2,25.28538,55.41518,25.28748,55.39859,81,3
3,25.28748,55.39859,25.32007,55.34867,97,3
4,25.32007,55.34867,25.20046,55.62126,175,3
5,25.20046,55.62126,25.19782,55.61662,175,3
6,25.131924,55.247967,24.98686,55.40105,64,3
7,24.98686,55.40105,24.87767,55.36096,97,3
8,24.87767,55.36096,25.23662,55.47326,204,3
9,25.23662,55.47326,25.24314,55.47142,206,3
10,25.24314,55.47142,25.24851,55.47292,208,3
11,25.24851,55.47292,25.24995,55.47013,208,3
12,25.24995,55.47013,25.257,55.4811,211,3
13,25.257,55.4811,25.25829,55.48472,211,3
14,25.25829,55.48472,25.25009,55.48451,213,3
15,25.25009,55.48451,25.24339,55.4817,215,3
16,25.24339,55.4817,25.24029,55.51082,223,3
17,25.24029,55.51082,25.24069,55.5261,227,3
18,25.131924,55.247967,25.20072,55.37395,45,3
19,25.20072,55.37395,25.21557,55.39962,53,3
20,25.21557,55.39962,25.2122,55.40042,53,3
21,25.2122,55.40042,25.24019,55.40853,61,3
22,25.24019,55.40853,25.24488,55.42144,65,3
23,25.24488,55.42144,25.2539,55.42102,68,3
24,25.2539,55.42102,25.25249,55.41253,70,3
25,25.25249,55.41253,25.25423,55.44421,78,3
26,25.25423,55.44421,25.2682,55.45206,82,3
27,25.2682,55.45206,25.27338,55.45896,84,3
28,25.27338,55.45896,25.26084,55.45831,88,3
29,25.26084,55.45831,25.24978,55.4669,92,3
30,25.131924,55.247967,25.15769,55.37842,42,3
31,25.15769,55.37842,25.18176,55.40313,51,3
32,25.18176,55.40313,25.17595,55.41097,54,3
33,25.17595,55.41097,25.1774,55.41439,54,3
34,25.1774,55.41439,25.21085,55.41575,64,3
35,25.21085,55.41575,25.21886,55.41924,66,3
36,25.21886,55.41924,25.21863,55.42114,66,3
37,25.21863,55.42114,25.21949,55.42395,66,3
38,25.21949,55.42395,25.22959,55.43036,69,3
39,25.22959,55.43036,25.22684,55.43862,71,3
40,25.22684,55.43862,25.24295,55.44306,76,3
41,25.24295,55.44306,25.24903,55.43506,79,3
42,25.131924,55.247967,25.22346,55.3347,41,3
43,25.22346,55.3347,25.24414,55.31444,49,3
44,25.24414,55.31444,25.25875,55.32474,54,3
45,25.25875,55.32474,25.2628,55.33552,57,3
46,25.2628,55.33552,25.27426,55.31728,63,3
47,25.27426,55.31728,25.28382,55.36034,74,3
48,25.28382,55.36034,25.2802,55.37055,77,3
49,25.2802,55.37055,25.27473,55.36884,79,3
50,25.27473,55.36884,25.25414,55.38209,86,3
51,25.25414,55.38209,25.23526,55.40028,93,3
52,25.23526,55.40028,25.23404,55.41008,96,3
53,25.23404,55.41008,25.23752,55.41075,96,3
54,25.131924,55.247967,25.08255,55.35122,37,3
55,25.08255,55.35122,25.08086,55.35775,39,3
56,25.08086,55.35775,25.08416,55.35943,39,3
57,25.08416,55.35943,25.08702,55.35615,39,3
58,25.08702,55.35615,25.07551,55.36194,43,3
59,25.07551,55.36194,25.07112,55.36217,43,3
60,25.07112,55.36217,25.0689,55.36179,43,3
61,25.0689,55.36179,25.07524,55.36551,45,3
62,25.07524,55.36551,25.07693,55.3462,50,3
63,25.07693,55.3462,25.12708,55.37347,66,3
64,25.12708,55.37347,25.1284,55.3817,68,3
65,25.1284,55.3817,25.12446,55.39438,71,3
66,25.131924,55.247967,25.16349,55.33496,31,3
67,25.16349,55.33496,25.18283,55.36252,40,3
68,25.18283,55.36252,25.1815,55.37615,44,3
69,25.1815,55.37615,25.19189,55.38844,48,3
70,25.19189,55.38844,25.19143,55.38989,48,3
71,25.19143,55.38989,25.19837,55.3993,51,3
72,25.19837,55.3993,25.20325,55.40744,54,3
73,25.20325,55.40744,25.19664,55.412,56,3
74,25.19664,55.412,25.19307,55.42206,59,3
75,25.19307,55.42206,25.1894,55.43323,62,3
76,25.1894,55.43323,25.19317,55.44654,66,3
77,25.19317,55.44654,25.21071,55.44139,71,3
78,25.131924,55.247967,25.05599,55.21497,30,3
79,25.05599,55.21497,25.05676,55.20956,30,3
80,25.05676,55.20956,25.0601,55.21185,30,3
81,25.0601,55.21185,25.05423,55.16764,42,3
82,25.05423,55.16764,25.02698,55.17308,50,3
83,25.02698,55.17308,25.10846,55.13277,76,3
84,25.10846,55.13277,25.23008,55.26805,125,3
85,25.23008,55.26805,25.2351,55.27473,127,3
86,25.2351,55.27473,25.23199,55.28241,129,3
87,25.23199,55.28241,25.22318,55.29383,133,3
88,25.22318,55.29383,25.24562,55.29304,139,3
89,25.24562,55.29304,25.26016,55.29882,143,3
90,25.131924,55.247967,25.0823,55.22555,22,3
91,25.0823,55.22555,25.0756,55.22737,24,3
92,25.0756,55.22737,25.07452,55.23949,27,3
93,25.07452,55.23949,25.06094,55.23629,31,3
94,25.06094,55.23629,25.0477,55.25158,36,3
95,25.0477,55.25158,25.05229,55.25397,37,3
96,25.05229,55.25397,25.0414,55.23741,42,3
97,25.0414,55.23741,25.02596,55.24254,47,3
98,25.02596,55.24254,25.03464,55.26914,54,3
99,25.03464,55.26914,25.05287,55.28268,60,3
100,25.05287,55.28268,25.01201,55.3074,73,3
101,25.01201,55.3074,25.07476,55.344,93,3
102,25.131924,55.247967,25.17527,55.22161,21,3
103,25.17527,55.22161,25.17456,55.2213,21,3
104,25.17456,55.2213,25.18885,55.22908,26,3
105,25.18885,55.22908,25.18808,55.23945,29,3
106,25.18808,55.23945,25.20232,55.2512,34,3
107,25.20232,55.2512,25.2155,55.24957,38,3
108,25.2155,55.24957,25.21515,55.26952,43,3
109,25.21515,55.26952,25.20962,55.27976,46,3
110,25.20962,55.27976,25.20843,55.27859,46,3
111,25.20843,55.27859,25.20056,55.2821,48,3
112,25.20056,55.2821,25.18561,55.2858,52,3
113,25.18561,55.2858,25.17115,55.31104,60,3
114,25.131924,55.247967,25.15365,55.22223,16,3
115,25.15365,55.22223,25.15568,55.21666,18,3
116,25.15568,55.21666,25.15708,55.20947,20,3
117,25.15708,55.20947,25.16084,55.21174,20,3
118,25.16084,55.21174,25.15532,55.20238,23,3
119,25.15532,55.20238,25.14748,55.19621,26,3
120,25.14748,55.19621,25.12821,55.1934,32,3
121,25.12821,55.1934,25.11934,55.20246,35,3
122,25.11934,55.20246,25.11825,55.18991,38,3
123,25.11825,55.18991,25.11522,55.18786,38,3
124,25.11522,55.18786,25.08521,55.20061,47,3
125,25.08521,55.20061,25.08163,55.22339,53,3
126,25.131924,55.247967,25.15446,55.23674,14,3
127,25.15446,55.23674,25.16502,55.23734,17,3
128,25.16502,55.23734,25.1666,55.25771,22,3
129,25.1666,55.25771,25.16438,55.25757,22,3
130,25.16438,55.25757,25.15507,55.26231,25,3
131,25.15507,55.26231,25.16021,55.28106,30,3
132,25.16021,55.28106,25.17669,55.27524,35,3
133,25.17669,55.27524,25.18404,55.26869,38,3
134,25.18404,55.26869,25.19402,55.26215,41,3
135,25.19402,55.26215,25.2041,55.26618,44,3
136,25.2041,55.26618,25.20032,55.27426,46,3
137,25.20032,55.27426,25.19918,55.28011,48,3
138,25.131924,55.247967,25.11697,55.23491,12,3
139,25.11697,55.23491,25.10381,55.21119,19,3
140,25.10381,55.21119,25.10422,55.20407,21,3
141,25.10422,55.20407,25.09667,55.19555,24,3
142,25.09667,55.19555,25.10057,55.19181,25,3
143,25.10057,55.19181,25.10231,55.18992,25,3
144,25.10231,55.18992,25.09703,55.18747,27,3
145,25.09703,55.18747,25.09491,55.18041,29,3
146,25.09491,55.18041,25.10166,55.17029,32,3
147,25.10166,55.17029,25.08347,55.15529,38,3
148,25.08347,55.15529,25.08863,55.15318,40,3
149,25.08863,55.15318,25.06136,55.15004,48,3
0,25.131924,55.247967,25.28538,55.41518,69,4
1,25.28538,55.41518,25.28748,55.39859,73,4
2,25.28748,55.39859,25.32007,55.34867,89,4
3,25.32007,55.34867,25.27492,55.43653,115,4
4,25.27492,55.43653,25.20046,55.62126,167,4
5,25.20046,55.62126,25.19782,55.61662,167,4
6,25.131924,55.247967,24.98686,55.40105,64,4
7,24.98686,55.40105,24.87767,55.36096,97,4
8,24.87767,55.36096,25.23662,55.47326,204,4
9,25.23662,55.47326,25.24314,55.47142,206,4
10,25.24314,55.47142,25.24851,55.47292,208,4
11,25.24851,55.47292,25.24995,55.47013,208,4
12,25.24995,55.47013,25.257,55.4811,211,4
13,25.257,55.4811,25.25829,55.48472,211,4
14,25.25829,55.48472,25.25009,55.48451,213,4
15,25.25009,55.48451,25.24339,55.4817,215,4
16,25.24339,55.4817,25.24029,55.51082,223,4
17,25.24029,55.51082,25.24069,55.5261,227,4
18,25.131924,55.247967,25.20072,55.37395,45,4
19,25.20072,55.37395,25.21557,55.39962,53,4
20,25.21557,55.39962,25.2122,55.40042,53,4
21,25.2122,55.40042,25.24019,55.40853,61,4
22,25.24019,55.40853,25.24488,55.42144,65,4
23,25.24488,55.42144,25.2539,55.42102,68,4
24,25.2539,55.42102,25.25249,55.41253,70,4
25,25.25249,55.41253,25.25423,55.44421,78,4
26,25.25423,55.44421,25.2682,55.45206,82,4
27,25.2682,55.45206,25.27338,55.45896,84,4
28,25.27338,55.45896,25.26084,55.45831,88,4
29,25.26084,55.45831,25.24978,55.4669,92,4
30,25.131924,55.247967,25.15769,55.37842,42,4
31,25.15769,55.37842,25.18176,55.40313,51,4
32,25.18176,55.40313,25.17595,55.41097,54,4
33,25.17595,55.41097,25.1774,55.41439,54,4
34,25.1774,55.41439,25.21085,55.41575,64,4
35,25.21085,55.41575,25.21886,55.41924,66,4
36,25.21886,55.41924,25.21863,55.42114,66,4
37,25.21863,55.42114,25.21949,55.42395,66,4
38,25.21949,55.42395,25.22959,55.43036,69,4
39,25.22959,55.43036,25.22684,55.43862,71,4
40,25.22684,55.43862,25.24295,55.44306,76,4
41,25.24295,55.44306,25.24903,55.43506,79,4
42,25.131924,55.247967,25.22346,55.3347,41,4
43,25.22346,55.3347,25.24414,55.31444,49,4
44,25.24414,55.31444,25.25875,55.32474,54,4
45,25.25875,55.32474,25.2628,55.33552,57,4
46,25.2628,55.33552,25.27426,55.31728,63,4
47,25.27426,55.31728,25.28382,55.36034,74,4
48,25.28382,55.36034,25.2802,55.37055,77,4
49,25.2802,55.37055,25.27473,55.36884,79,4
50,25.27473,55.36884,25.25414,55.38209,86,4
51,25.25414,55.38209,25.23526,55.40028,93,4
52,25.23526,55.40028,25.23404,55.41008,96,4
53,25.23404,55.41008,25.23752,55.41075,96,4
54,25.131924,55.247967,25.08255,55.35122,37,4
55,25.08255,55.35122,25.08086,55.35775,39,4
56,25.08086,55.35775,25.08416,55.35943,39,4
57,25.08416,55.35943,25.08702,55.35615,39,4
58,25.08702,55.35615,25.07551,55.36194,43,4
59,25.07551,55.36194,25.07112,55.36217,43,4
60,25.07112,55.36217,25.0689,55.36179,43,4
61,25.0689,55.36179,25.07524,55.36551,45,4
62,25.07524,55.36551,25.07693,55.3462,50,4
63,25.07693,55.3462,25.12708,55.37347,66,4
64,25.12708,55.37347,25.1284,55.3817,68,4
65,25.1284,55.3817,25.12446,55.39438,71,4
66,25.131924,55.247967,25.16349,55.33496,31,4
67,25.16349,55.33496,25.18283,55.36252,40,4
68,25.18283,55.36252,25.1815,55.37615,44,4
69,25.1815,55.37615,25.19189,55.38844,48,4
70,25.19189,55.38844,25.19143,55.38989,48,4
71,25.19143,55.38989,25.19837,55.3993,51,4
72,25.19837,55.3993,25.20325,55.40744,54,4
73,25.20325,55.40744,25.19664,55.412,56,4
74,25.19664,55.412,25.19307,55.42206,59,4
75,25.19307,55.42206,25.1894,55.43323,62,4
76,25.1894,55.43323,25.19317,55.44654,66,4
77,25.19317,55.44654,25.21071,55.44139,71,4
78,25.131924,55.247967,25.05599,55.21497,30,4
79,25.05599,55.21497,25.05676,55.20956,30,4
80,25.05676,55.20956,25.0601,55.21185,30,4
81,25.0601,55.21185,25.05423,55.16764,42,4
82,25.05423,55.16764,25.02698,55.17308,50,4
83,25.02698,55.17308,25.10846,55.13277,76,4
84,25.10846,55.13277,25.23008,55.26805,125,4
85,25.23008,55.26805,25.2351,55.27473,127,4
86,25.2351,55.27473,25.23199,55.28241,129,4
